,ids,team
23327,Netherlands1981-02-22Cyprus,Cyprus
23328,Indonesia1981-02-24Japan,Indonesia
23329,Indonesia1981-02-24Japan,Japan
23330,Republic of Ireland1981-02-24Wales,Republic of Ireland
23331,Republic of Ireland1981-02-24Wales,Wales
23332,Israel1981-02-25Scotland,Israel
23333,Israel1981-02-25Scotland,Scotland
23334,Bahrain1981-02-27Jordan,Bahrain
23335,Bahrain1981-02-27Jordan,Jordan
23336,Norway1981-02-28Sweden,Norway
23337,Norway1981-02-28Sweden,Sweden
23338,Finland1981-03-01Sweden,Finland
23339,Finland1981-03-01Sweden,Sweden
23340,Tahiti1981-03-02Fiji,Tahiti
23341,Tahiti1981-03-02Fiji,Fiji
23342,Bahrain1981-03-05Tunisia,Bahrain
23343,Bahrain1981-03-05Tunisia,Tunisia
23344,Japan1981-03-08South Korea,Japan
23345,Japan1981-03-08South Korea,South Korea
23346,Liberia1981-03-08Togo,Liberia
23347,Liberia1981-03-08Togo,Togo
23348,Morocco1981-03-08Iraq,Morocco
23349,Morocco1981-03-08Iraq,Iraq
23350,Saudi Arabia1981-03-08Tunisia,Saudi Arabia
23351,Saudi Arabia1981-03-08Tunisia,Tunisia
23352,Chile1981-03-10Colombia,Chile
23353,Chile1981-03-10Colombia,Colombia
23354,Tahiti1981-03-10Fiji,Tahiti
23355,Tahiti1981-03-10Fiji,Fiji
23356,Luxembourg1981-03-11Greece,Luxembourg
23357,Luxembourg1981-03-11Greece,Greece
23358,Saudi Arabia1981-03-11Jordan,Saudi Arabia
23359,Saudi Arabia1981-03-11Jordan,Jordan
23360,Brazil1981-03-14Chile,Brazil
23361,Brazil1981-03-14Chile,Chile
23362,Paraguay1981-03-15Colombia,Paraguay
23363,Paraguay1981-03-15Colombia,Colombia
23364,Venezuela1981-03-15Bolivia,Venezuela
23365,Venezuela1981-03-15Bolivia,Bolivia
23366,Qatar1981-03-18Iraq,Qatar
23367,Qatar1981-03-18Iraq,Iraq
23368,Colombia1981-03-19Chile,Colombia
23369,Colombia1981-03-19Chile,Chile
23370,Syria1981-03-19Bahrain,Syria
23371,Syria1981-03-19Bahrain,Bahrain
23372,Saudi Arabia1981-03-21Iraq,Saudi Arabia
23373,Saudi Arabia1981-03-21Iraq,Iraq
23374,Brazil1981-03-22Bolivia,Brazil
23375,Brazil1981-03-22Bolivia,Bolivia
23376,Morocco1981-03-22Liberia,Morocco
23377,Morocco1981-03-22Liberia,Liberia
23378,Qatar1981-03-22Bahrain,Qatar
23379,Qatar1981-03-22Bahrain,Bahrain
23380,Czechoslovakia1981-03-24Switzerland,Czechoslovakia
23381,Czechoslovakia1981-03-24Switzerland,Switzerland
23382,Saudi Arabia1981-03-24Syria,Saudi Arabia
23383,Saudi Arabia1981-03-24Syria,Syria
23384,Belgium1981-03-25Republic of Ireland,Belgium
23385,Belgium1981-03-25Republic of Ireland,Republic of Ireland
23386,England1981-03-25Spain,England
23387,England1981-03-25Spain,Spain
23388,Iraq1981-03-25Bahrain,Iraq
23389,Iraq1981-03-25Bahrain,Bahrain
23390,Netherlands1981-03-25France,Netherlands
23391,Netherlands1981-03-25France,France
23392,Romania1981-03-25Poland,Romania
23393,Romania1981-03-25Poland,Poland
23394,Scotland1981-03-25Northern Ireland,Scotland
23395,Scotland1981-03-25Northern Ireland,Northern Ireland
23396,Senegal1981-03-25Guinea,Senegal
23397,Senegal1981-03-25Guinea,Guinea
23398,Turkey1981-03-25Wales,Turkey
23399,Turkey1981-03-25Wales,Wales
23400,Yugoslavia1981-03-25Bulgaria,Yugoslavia
23401,Yugoslavia1981-03-25Bulgaria,Bulgaria
23402,Qatar1981-03-27Syria,Qatar
23403,Qatar1981-03-27Syria,Syria
23404,Saudi Arabia1981-03-28Bahrain,Saudi Arabia
23405,Saudi Arabia1981-03-28Bahrain,Bahrain
23406,Brazil1981-03-29Venezuela,Brazil
23407,Brazil1981-03-29Venezuela,Venezuela
23408,Iraq1981-03-30Syria,Iraq
23409,Iraq1981-03-30Syria,Syria
23410,Saudi Arabia1981-03-31Qatar,Saudi Arabia
23411,Saudi Arabia1981-03-31Qatar,Qatar
23412,Albania1981-04-01Germany,Albania
23413,Albania1981-04-01Germany,Germany
23414,Cameroon1981-04-01Niger,Cameroon
23415,Cameroon1981-04-01Niger,Niger
23416,Algeria1981-04-03Senegal,Algeria
23417,Algeria1981-04-03Senegal,Senegal
23418,Kenya1981-04-04Egypt,Kenya
23419,Kenya1981-04-04Egypt,Egypt
23420,Liberia1981-04-04Morocco,Liberia
23421,Liberia1981-04-04Morocco,Morocco
23422,Malta1981-04-04German DR,Malta
23423,Malta1981-04-04German DR,German DR
23424,Nigeria1981-04-04Angola,Nigeria
23425,Nigeria1981-04-04Angola,Angola
23426,Cameroon1981-04-05Togo,Cameroon
23427,Cameroon1981-04-05Togo,Togo
23428,DR Congo1981-04-05Mozambique,DR Congo
23429,DR Congo1981-04-05Mozambique,Mozambique
23430,Singapore1981-04-05Malaysia,Singapore
23431,Singapore1981-04-05Malaysia,Malaysia
23432,Zambia1981-04-05Congo,Zambia
23433,Zambia1981-04-05Congo,Congo
23434,Israel1981-04-08Romania,Israel
23435,Israel1981-04-08Romania,Romania
23436,Algeria1981-04-10Mali,Algeria
23437,Algeria1981-04-10Mali,Mali
23438,Ghana1981-04-11Congo,Ghana
23439,Ghana1981-04-11Congo,Congo
23440,Zimbabwe1981-04-11Zambia,Zimbabwe
23441,Zimbabwe1981-04-11Zambia,Zambia
23442,DR Congo1981-04-12Cameroon,DR Congo
23443,DR Congo1981-04-12Cameroon,Cameroon
23444,Ethiopia1981-04-12Kenya,Ethiopia
23445,Ethiopia1981-04-12Kenya,Kenya
23446,Guinea1981-04-12Nigeria,Guinea
23447,Guinea1981-04-12Nigeria,Nigeria
23448,Tunisia1981-04-12Senegal,Tunisia
23449,Tunisia1981-04-12Senegal,Senegal
23450,Togo1981-04-14Congo,Togo
23451,Togo1981-04-14Congo,Congo
23452,Cyprus1981-04-15Greece,Cyprus
23453,Cyprus1981-04-15Greece,Greece
23454,Denmark1981-04-15Romania,Denmark
23455,Denmark1981-04-15Romania,Romania
23456,Portugal1981-04-15Bulgaria,Portugal
23457,Portugal1981-04-15Bulgaria,Bulgaria
23458,Spain1981-04-15Hungary,Spain
23459,Spain1981-04-15Hungary,Hungary
23460,Turkey1981-04-15Czechoslovakia,Turkey
23461,Turkey1981-04-15Czechoslovakia,Czechoslovakia
23462,Malaysia1981-04-17Singapore,Malaysia
23463,Malaysia1981-04-17Singapore,Singapore
23464,Botswana1981-04-18Malawi,Botswana
23465,Botswana1981-04-18Malawi,Malawi
23466,Egypt1981-04-18Kenya,Egypt
23467,Egypt1981-04-18Kenya,Kenya
23468,Lesotho1981-04-18Mozambique,Lesotho
23469,Lesotho1981-04-18Mozambique,Mozambique
23470,Eswatini1981-04-18Zambia,Eswatini
23471,Eswatini1981-04-18Zambia,Zambia
23472,Chile1981-04-19Peru,Chile
23473,Chile1981-04-19Peru,Peru
23474,Ethiopia1981-04-19Sudan,Ethiopia
23475,Ethiopia1981-04-19Sudan,Sudan
23476,Italy1981-04-19German DR,Italy
23477,Italy1981-04-19German DR,German DR
23478,Malawi1981-04-19Zambia,Malawi
23479,Malawi1981-04-19Zambia,Zambia
23480,Mali1981-04-19Algeria,Mali
23481,Mali1981-04-19Algeria,Algeria
23482,Mozambique1981-04-19DR Congo,Mozambique
23483,Mozambique1981-04-19DR Congo,DR Congo
23484,Togo1981-04-19Cameroon,Togo
23485,Togo1981-04-19Cameroon,Cameroon
23486,Zimbabwe1981-04-20Malawi,Zimbabwe
23487,Zimbabwe1981-04-20Malawi,Malawi
23488,Ethiopia1981-04-21Sudan,Ethiopia
23489,Ethiopia1981-04-21Sudan,Sudan
23490,South Korea1981-04-21Malaysia,South Korea
23491,South Korea1981-04-21Malaysia,Malaysia
23492,Kuwait1981-04-22Thailand,Kuwait
23493,Kuwait1981-04-22Thailand,Thailand
23494,South Korea1981-04-24Thailand,South Korea
23495,South Korea1981-04-24Thailand,Thailand
23496,Kuwait1981-04-25Malaysia,Kuwait
23497,Kuwait1981-04-25Malaysia,Malaysia
23498,New Zealand1981-04-25Australia,New Zealand
23499,New Zealand1981-04-25Australia,Australia
23500,Nigeria1981-04-25Guinea,Nigeria
23501,Nigeria1981-04-25Guinea,Guinea
23502,Zambia1981-04-25Zimbabwe,Zambia
23503,Zambia1981-04-25Zimbabwe,Zimbabwe
23504,Cameroon1981-04-26DR Congo,Cameroon
23505,Cameroon1981-04-26DR Congo,DR Congo
23506,Congo1981-04-26Ghana,Congo
23507,Congo1981-04-26Ghana,Ghana
23508,Ethiopia1981-04-26Rwanda,Ethiopia
23509,Ethiopia1981-04-26Rwanda,Rwanda
23510,Morocco1981-04-26Egypt,Morocco
23511,Morocco1981-04-26Egypt,Egypt
23512,Senegal1981-04-26Tunisia,Senegal
23513,Senegal1981-04-26Tunisia,Tunisia
23514,Malaysia1981-04-27Thailand,Malaysia
23515,Malaysia1981-04-27Thailand,Thailand
23516,Scotland1981-04-28Israel,Scotland
23517,Scotland1981-04-28Israel,Israel
23518,Switzerland1981-04-28Hungary,Switzerland
23519,Switzerland1981-04-28Hungary,Hungary
23520,Bulgaria1981-04-29Norway,Bulgaria
23521,Bulgaria1981-04-29Norway,Norway
23522,Chile1981-04-29Uruguay,Chile
23523,Chile1981-04-29Uruguay,Uruguay
23524,Cyprus1981-04-29Netherlands,Cyprus
23525,Cyprus1981-04-29Netherlands,Netherlands
23526,England1981-04-29Romania,England
23527,England1981-04-29Romania,Romania
23528,France1981-04-29Belgium,France
23529,France1981-04-29Belgium,Belgium
23530,Germany1981-04-29Austria,Germany
23531,Germany1981-04-29Austria,Austria
23532,Republic of Ireland1981-04-29Czechoslovakia,Republic of Ireland
23533,Republic of Ireland1981-04-29Czechoslovakia,Czechoslovakia
23534,Kuwait1981-04-29South Korea,Kuwait
23535,Kuwait1981-04-29South Korea,South Korea
23536,Northern Ireland1981-04-29Portugal,Northern Ireland
23537,Northern Ireland1981-04-29Portugal,Portugal
23538,Yugoslavia1981-04-29Greece,Yugoslavia
23539,Yugoslavia1981-04-29Greece,Greece
23540,Algeria1981-05-01Niger,Algeria
23541,Algeria1981-05-01Niger,Niger
23542,Luxembourg1981-05-01Denmark,Luxembourg
23543,Luxembourg1981-05-01Denmark,Denmark
23544,Poland1981-05-02German DR,Poland
23545,Poland1981-05-02German DR,German DR
23546,Fiji1981-05-03New Zealand,Fiji
23547,Fiji1981-05-03New Zealand,New Zealand
23548,Liberia1981-05-06Guinea,Liberia
23549,Liberia1981-05-06Guinea,Guinea
23550,Egypt1981-05-08Morocco,Egypt
23551,Egypt1981-05-08Morocco,Morocco
23552,Rwanda1981-05-10Ethiopia,Rwanda
23553,Rwanda1981-05-10Ethiopia,Ethiopia
23554,Indonesia1981-05-11New Zealand,Indonesia
23555,Indonesia1981-05-11New Zealand,New Zealand
23556,England1981-05-12Brazil,England
23557,England1981-05-12Brazil,Brazil
23558,Bulgaria1981-05-13Finland,Bulgaria
23559,Bulgaria1981-05-13Finland,Finland
23560,Hungary1981-05-13Romania,Hungary
23561,Hungary1981-05-13Romania,Romania
23562,Sweden1981-05-14Denmark,Sweden
23563,Sweden1981-05-14Denmark,Denmark
23564,France1981-05-15Brazil,France
23565,France1981-05-15Brazil,Brazil
23566,Australia1981-05-16New Zealand,Australia
23567,Australia1981-05-16New Zealand,New Zealand
23568,Wales1981-05-16Scotland,Wales
23569,Wales1981-05-16Scotland,Scotland
23570,Ecuador1981-05-17Paraguay,Ecuador
23571,Ecuador1981-05-17Paraguay,Paraguay
23572,Ethiopia1981-05-17Yemen DPR,Ethiopia
23573,Ethiopia1981-05-17Yemen DPR,Yemen DPR
23574,German DR1981-05-19Cuba,German DR
23575,German DR1981-05-19Cuba,Cuba
23576,Germany1981-05-19Brazil,Germany
23577,Germany1981-05-19Brazil,Brazil
23578,Scotland1981-05-19Northern Ireland,Scotland
23579,Scotland1981-05-19Northern Ireland,Northern Ireland
23580,Australia1981-05-20Indonesia,Australia
23581,Australia1981-05-20Indonesia,Indonesia
23582,England1981-05-20Wales,England
23583,England1981-05-20Wales,Wales
23584,Norway1981-05-20Hungary,Norway
23585,Norway1981-05-20Hungary,Hungary
23586,England1981-05-23Scotland,England
23587,England1981-05-23Scotland,Scotland
23588,New Zealand1981-05-23Indonesia,New Zealand
23589,New Zealand1981-05-23Indonesia,Indonesia
23590,Poland1981-05-23Republic of Ireland,Poland
23591,Poland1981-05-23Republic of Ireland,Republic of Ireland
23592,Ecuador1981-05-24Chile,Ecuador
23593,Ecuador1981-05-24Chile,Chile
23594,Finland1981-05-24Germany,Finland
23595,Finland1981-05-24Germany,Germany
23596,Czechoslovakia1981-05-27Iceland,Czechoslovakia
23597,Czechoslovakia1981-05-27Iceland,Iceland
23598,Austria1981-05-28Bulgaria,Austria
23599,Austria1981-05-28Bulgaria,Bulgaria
23600,New Zealand1981-05-30Chinese Taipei,New Zealand
23601,New Zealand1981-05-30Chinese Taipei,Chinese Taipei
23602,Switzerland1981-05-30England,Switzerland
23603,Switzerland1981-05-30England,England
23604,Wales1981-05-30Russia,Wales
23605,Wales1981-05-30Russia,Russia
23606,Fiji1981-05-31Indonesia,Fiji
23607,Fiji1981-05-31Indonesia,Indonesia
23608,Niger1981-05-31Algeria,Niger
23609,Niger1981-05-31Algeria,Algeria
23610,Paraguay1981-05-31Ecuador,Paraguay
23611,Paraguay1981-05-31Ecuador,Ecuador
23612,Equatorial Guinea1981-06-01São Tomé and Príncipe,Equatorial Guinea
23613,Equatorial Guinea1981-06-01São Tomé and Príncipe,São Tomé and Príncipe
23614,Japan1981-06-02China PR,Japan
23615,Japan1981-06-02China PR,China PR
23616,Denmark1981-06-03Italy,Denmark
23617,Denmark1981-06-03Italy,Italy
23618,Romania1981-06-03Norway,Romania
23619,Romania1981-06-03Norway,Norway
23620,Sweden1981-06-03Northern Ireland,Sweden
23621,Sweden1981-06-03Northern Ireland,Northern Ireland
23622,Fiji1981-06-06Chinese Taipei,Fiji
23623,Fiji1981-06-06Chinese Taipei,Chinese Taipei
23624,Hungary1981-06-06England,Hungary
23625,Hungary1981-06-06England,England
23626,Paraguay1981-06-07Chile,Paraguay
23627,Paraguay1981-06-07Chile,Chile
23628,Suriname1981-06-07French Guiana,Suriname
23629,Suriname1981-06-07French Guiana,French Guiana
23630,Australia1981-06-10Chinese Taipei,Australia
23631,Australia1981-06-10Chinese Taipei,Chinese Taipei
23632,Haiti1981-06-11El Salvador,Haiti
23633,Haiti1981-06-11El Salvador,El Salvador
23634,Haiti1981-06-13El Salvador,Haiti
23635,Haiti1981-06-13El Salvador,El Salvador
23636,Chile1981-06-14Ecuador,Chile
23637,Chile1981-06-14Ecuador,Ecuador
23638,Liechtenstein1981-06-14Malta,Liechtenstein
23639,Liechtenstein1981-06-14Malta,Malta
23640,Indonesia1981-06-15Chinese Taipei,Indonesia
23641,Indonesia1981-06-15Chinese Taipei,Chinese Taipei
23642,Liechtenstein1981-06-16Thailand,Liechtenstein
23643,Liechtenstein1981-06-16Thailand,Thailand
23644,Austria1981-06-17Finland,Austria
23645,Austria1981-06-17Finland,Finland
23646,South Korea1981-06-17Malaysia,South Korea
23647,South Korea1981-06-17Malaysia,Malaysia
23648,Norway1981-06-17Switzerland,Norway
23649,Norway1981-06-17Switzerland,Switzerland
23650,Indonesia1981-06-18Malta,Indonesia
23651,Indonesia1981-06-18Malta,Malta
23652,Japan1981-06-19Malaysia,Japan
23653,Japan1981-06-19Malaysia,Malaysia
23654,Malawi1981-06-19Tanzania,Malawi
23655,Malawi1981-06-19Tanzania,Tanzania
23656,Indonesia1981-06-20Thailand,Indonesia
23657,Indonesia1981-06-20Thailand,Thailand
23658,Portugal1981-06-20Spain,Portugal
23659,Portugal1981-06-20Spain,Spain
23660,Chile1981-06-21Paraguay,Chile
23661,Chile1981-06-21Paraguay,Paraguay
23662,French Guiana1981-06-21Suriname,French Guiana
23663,French Guiana1981-06-21Suriname,Suriname
23664,Guadeloupe1981-06-21Dominica,Guadeloupe
23665,Guadeloupe1981-06-21Dominica,Dominica
23666,South Korea1981-06-21Japan,South Korea
23667,South Korea1981-06-21Japan,Japan
23668,Malawi1981-06-21Tanzania,Malawi
23669,Malawi1981-06-21Tanzania,Tanzania
23670,Indonesia1981-06-22Liechtenstein,Indonesia
23671,Indonesia1981-06-22Liechtenstein,Liechtenstein
23672,Malta1981-06-22Thailand,Malta
23673,Malta1981-06-22Thailand,Thailand
23674,Malawi1981-06-23Tanzania,Malawi
23675,Malawi1981-06-23Tanzania,Tanzania
23676,Hong Kong1981-06-24Macau,Hong Kong
23677,Hong Kong1981-06-24Macau,Macau
23678,Sweden1981-06-24Portugal,Sweden
23679,Sweden1981-06-24Portugal,Portugal
23680,Mozambique1981-06-25Angola,Mozambique
23681,Mozambique1981-06-25Angola,Angola
23682,Zambia1981-06-26DR Congo,Zambia
23683,Zambia1981-06-26DR Congo,DR Congo
23684,Angola1981-06-27Zimbabwe,Angola
23685,Angola1981-06-27Zimbabwe,Zimbabwe
23686,Liberia1981-06-27Ghana,Liberia
23687,Liberia1981-06-27Ghana,Ghana
23688,Guinea1981-06-28Ethiopia,Guinea
23689,Guinea1981-06-28Ethiopia,Ethiopia
23690,Venezuela1981-06-28Spain,Venezuela
23691,Venezuela1981-06-28Spain,Spain
23692,Zambia1981-06-28DR Congo,Zambia
23693,Zambia1981-06-28DR Congo,DR Congo
23694,Colombia1981-07-02Spain,Colombia
23695,Colombia1981-07-02Spain,Spain
23696,Finland1981-07-02Norway,Finland
23697,Finland1981-07-02Norway,Norway
23698,Barbados1981-07-05Trinidad and Tobago,Barbados
23699,Barbados1981-07-05Trinidad and Tobago,Trinidad and Tobago
23700,Chile1981-07-05Spain,Chile
23701,Chile1981-07-05Spain,Spain
23702,Dominica1981-07-05Guadeloupe,Dominica
23703,Dominica1981-07-05Guadeloupe,Guadeloupe
23704,Saint Vincent and the Grenadines1981-07-05Martinique,Saint Vincent and the Grenadines
23705,Saint Vincent and the Grenadines1981-07-05Martinique,Martinique
23706,Malawi1981-07-06Mozambique,Malawi
23707,Malawi1981-07-06Mozambique,Mozambique
23708,Brazil1981-07-08Spain,Brazil
23709,Brazil1981-07-08Spain,Spain
23710,Mozambique1981-07-08Zimbabwe,Mozambique
23711,Mozambique1981-07-08Zimbabwe,Zimbabwe
23712,Malawi1981-07-10Zimbabwe,Malawi
23713,Malawi1981-07-10Zimbabwe,Zimbabwe
23714,Kenya1981-07-12Mauritius,Kenya
23715,Kenya1981-07-12Mauritius,Mauritius
23716,Réunion1981-07-12Madagascar,Réunion
23717,Réunion1981-07-12Madagascar,Madagascar
23718,Réunion1981-07-13Madagascar,Réunion
23719,Réunion1981-07-13Madagascar,Madagascar
23720,Madagascar1981-07-14Mauritius,Madagascar
23721,Madagascar1981-07-14Mauritius,Mauritius
23722,Réunion1981-07-14Kenya,Réunion
23723,Réunion1981-07-14Kenya,Kenya
23724,Uruguay1981-07-15Chile,Uruguay
23725,Uruguay1981-07-15Chile,Chile
23726,Benin1981-07-16DR Congo,Benin
23727,Benin1981-07-16DR Congo,DR Congo
23728,Trinidad and Tobago1981-07-17Barbados,Trinidad and Tobago
23729,Trinidad and Tobago1981-07-17Barbados,Barbados
23730,Nigeria1981-07-18Burkina Faso,Nigeria
23731,Nigeria1981-07-18Burkina Faso,Burkina Faso
23732,Benin1981-07-19Ghana,Benin
23733,Benin1981-07-19Ghana,Ghana
23734,Kenya1981-07-19Madagascar,Kenya
23735,Kenya1981-07-19Madagascar,Madagascar
23736,Martinique1981-07-19Saint Vincent and the Grenadines,Martinique
23737,Martinique1981-07-19Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
23738,Réunion1981-07-19Mauritius,Réunion
23739,Réunion1981-07-19Mauritius,Mauritius
23740,Suriname1981-07-19French Guiana,Suriname
23741,Suriname1981-07-19French Guiana,French Guiana
23742,Ghana1981-07-22DR Congo,Ghana
23743,Ghana1981-07-22DR Congo,DR Congo
23744,Colombia1981-07-26Peru,Colombia
23745,Colombia1981-07-26Peru,Peru
23746,El Salvador1981-07-26Haiti,El Salvador
23747,El Salvador1981-07-26Haiti,Haiti
23748,Fiji1981-07-26Australia,Fiji
23749,Fiji1981-07-26Australia,Australia
23750,Congo1981-07-29DR Congo,Congo
23751,Congo1981-07-29DR Congo,DR Congo
23752,Sweden1981-07-29Finland,Sweden
23753,Sweden1981-07-29Finland,Finland
23754,Zimbabwe1981-08-01Nigeria,Zimbabwe
23755,Zimbabwe1981-08-01Nigeria,Nigeria
23756,DR Congo1981-08-02Ghana,DR Congo
23757,DR Congo1981-08-02Ghana,Ghana
23758,Guadeloupe1981-08-02Saint Vincent and the Grenadines,Guadeloupe
23759,Guadeloupe1981-08-02Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
23760,Suriname1981-08-02Trinidad and Tobago,Suriname
23761,Suriname1981-08-02Trinidad and Tobago,Trinidad and Tobago
23762,Kenya1981-08-03Nigeria,Kenya
23763,Kenya1981-08-03Nigeria,Nigeria
23764,Peru1981-08-05Chile,Peru
23765,Peru1981-08-05Chile,Chile
23766,Uganda1981-08-06Burundi,Uganda
23767,Uganda1981-08-06Burundi,Burundi
23768,Uruguay1981-08-09Colombia,Uruguay
23769,Uruguay1981-08-09Colombia,Colombia
23770,Indonesia1981-08-10Fiji,Indonesia
23771,Indonesia1981-08-10Fiji,Fiji
23772,Finland1981-08-12Denmark,Finland
23773,Finland1981-08-12Denmark,Denmark
23774,Norway1981-08-12Nigeria,Norway
23775,Norway1981-08-12Nigeria,Nigeria
23776,Sweden1981-08-12Bulgaria,Sweden
23777,Sweden1981-08-12Bulgaria,Bulgaria
23778,Australia1981-08-14Fiji,Australia
23779,Australia1981-08-14Fiji,Fiji
23780,Indonesia1981-08-14Philippines,Indonesia
23781,Indonesia1981-08-14Philippines,Philippines
23782,Trinidad and Tobago1981-08-14Suriname,Trinidad and Tobago
23783,Trinidad and Tobago1981-08-14Suriname,Suriname
23784,Cameroon1981-08-16Madagascar,Cameroon
23785,Cameroon1981-08-16Madagascar,Madagascar
23786,Morocco1981-08-16Zambia,Morocco
23787,Morocco1981-08-16Zambia,Zambia
23788,New Zealand1981-08-16Fiji,New Zealand
23789,New Zealand1981-08-16Fiji,Fiji
23790,Peru1981-08-16Colombia,Peru
23791,Peru1981-08-16Colombia,Colombia
23792,Saint Vincent and the Grenadines1981-08-16Guadeloupe,Saint Vincent and the Grenadines
23793,Saint Vincent and the Grenadines1981-08-16Guadeloupe,Guadeloupe
23794,Indonesia1981-08-20South Korea,Indonesia
23795,Indonesia1981-08-20South Korea,South Korea
23796,Iceland1981-08-22Nigeria,Iceland
23797,Iceland1981-08-22Nigeria,Nigeria
23798,Iraq1981-08-22Ghana,Iraq
23799,Iraq1981-08-22Ghana,Ghana
23800,Uruguay1981-08-23Peru,Uruguay
23801,Uruguay1981-08-23Peru,Peru
23802,Iraq1981-08-24Ghana,Iraq
23803,Iraq1981-08-24Ghana,Ghana
23804,Chile1981-08-26Brazil,Chile
23805,Chile1981-08-26Brazil,Brazil
23806,Denmark1981-08-26Iceland,Denmark
23807,Denmark1981-08-26Iceland,Iceland
23808,Algeria1981-08-30Burkina Faso,Algeria
23809,Algeria1981-08-30Burkina Faso,Burkina Faso
23810,Indonesia1981-08-30Australia,Indonesia
23811,Indonesia1981-08-30Australia,Australia
23812,Madagascar1981-08-30Cameroon,Madagascar
23813,Madagascar1981-08-30Cameroon,Cameroon
23814,Malaysia1981-08-30Japan,Malaysia
23815,Malaysia1981-08-30Japan,Japan
23816,Zambia1981-08-30Morocco,Zambia
23817,Zambia1981-08-30Morocco,Morocco
23818,India1981-09-01New Zealand,India
23819,India1981-09-01New Zealand,New Zealand
23820,Singapore1981-09-01Thailand,Singapore
23821,Singapore1981-09-01Thailand,Thailand
23822,Switzerland1981-09-01Netherlands,Switzerland
23823,Switzerland1981-09-01Netherlands,Netherlands
23824,Finland1981-09-02Albania,Finland
23825,Finland1981-09-02Albania,Albania
23826,Indonesia1981-09-02United Arab Emirates,Indonesia
23827,Indonesia1981-09-02United Arab Emirates,United Arab Emirates
23828,Poland1981-09-02Germany,Poland
23829,Poland1981-09-02Germany,Germany
23830,India1981-09-03Japan,India
23831,India1981-09-03Japan,Japan
23832,South Korea1981-09-04Singapore,South Korea
23833,South Korea1981-09-04Singapore,Singapore
23834,Malawi1981-09-04Zimbabwe,Malawi
23835,Malawi1981-09-04Zimbabwe,Zimbabwe
23836,Malaysia1981-09-04New Zealand,Malaysia
23837,Malaysia1981-09-04New Zealand,New Zealand
23838,Eswatini1981-09-04Lesotho,Eswatini
23839,Eswatini1981-09-04Lesotho,Lesotho
23840,India1981-09-05United Arab Emirates,India
23841,India1981-09-05United Arab Emirates,United Arab Emirates
23842,Lesotho1981-09-05Malawi,Lesotho
23843,Lesotho1981-09-05Malawi,Malawi
23844,Eswatini1981-09-05Zimbabwe,Eswatini
23845,Eswatini1981-09-05Zimbabwe,Zimbabwe
23846,Lesotho1981-09-06Zimbabwe,Lesotho
23847,Lesotho1981-09-06Zimbabwe,Zimbabwe
23848,Niger1981-09-06Burkina Faso,Niger
23849,Niger1981-09-06Burkina Faso,Burkina Faso
23850,Peru1981-09-06Uruguay,Peru
23851,Peru1981-09-06Uruguay,Uruguay
23852,Eswatini1981-09-06Malawi,Eswatini
23853,Eswatini1981-09-06Malawi,Malawi
23854,Indonesia1981-09-07New Zealand,Indonesia
23855,Indonesia1981-09-07New Zealand,New Zealand
23856,Japan1981-09-08United Arab Emirates,Japan
23857,Japan1981-09-08United Arab Emirates,United Arab Emirates
23858,Belgium1981-09-09France,Belgium
23859,Belgium1981-09-09France,France
23860,Czechoslovakia1981-09-09Wales,Czechoslovakia
23861,Czechoslovakia1981-09-09Wales,Wales
23862,Denmark1981-09-09Yugoslavia,Denmark
23863,Denmark1981-09-09Yugoslavia,Yugoslavia
23864,Iceland1981-09-09Turkey,Iceland
23865,Iceland1981-09-09Turkey,Turkey
23866,Malaysia1981-09-09Indonesia,Malaysia
23867,Malaysia1981-09-09Indonesia,Indonesia
23868,Netherlands1981-09-09Republic of Ireland,Netherlands
23869,Netherlands1981-09-09Republic of Ireland,Republic of Ireland
23870,Norway1981-09-09England,Norway
23871,Norway1981-09-09England,England
23872,Romania1981-09-09Bulgaria,Romania
23873,Romania1981-09-09Bulgaria,Bulgaria
23874,Scotland1981-09-09Sweden,Scotland
23875,Scotland1981-09-09Sweden,Sweden
23876,Iraq1981-09-10Thailand,Iraq
23877,Iraq1981-09-10Thailand,Thailand
23878,New Zealand1981-09-10United Arab Emirates,New Zealand
23879,New Zealand1981-09-10United Arab Emirates,United Arab Emirates
23880,India1981-09-11Indonesia,India
23881,India1981-09-11Indonesia,Indonesia
23882,Japan1981-09-12New Zealand,Japan
23883,Japan1981-09-12New Zealand,New Zealand
23884,Malaysia1981-09-12United Arab Emirates,Malaysia
23885,Malaysia1981-09-12United Arab Emirates,United Arab Emirates
23886,Colombia1981-09-13Uruguay,Colombia
23887,Colombia1981-09-13Uruguay,Uruguay
23888,Iraq1981-09-13South Korea,Iraq
23889,Iraq1981-09-13South Korea,South Korea
23890,Saint Vincent and the Grenadines1981-09-13Suriname,Saint Vincent and the Grenadines
23891,Saint Vincent and the Grenadines1981-09-13Suriname,Suriname
23892,Indonesia1981-09-14Japan,Indonesia
23893,Indonesia1981-09-14Japan,Japan
23894,Malaysia1981-09-15India,Malaysia
23895,Malaysia1981-09-15India,India
23896,Iraq1981-09-16Singapore,Iraq
23897,Iraq1981-09-16Singapore,Singapore
23898,South Korea1981-09-16Thailand,South Korea
